chr	pos	data.x	neg_log10_p.x	data.y	neg_log10_p.y
chrX	1456075		0.2565895869578248		0.42611457923390306
chrX	1476075		0.14826274455443372		0.4494153033068785
chrX	1496075		0.18025144297950688		0.46244038154409356
chrX	1516075		0.10470749986509026		0.4620017256485456
chrX	1536075		0.08539915009063535		0.4452211743752312
chrX	1556075		0.09110739946670965		0.571677301119093
chrX	1576075		0.07506336780265027		0.496029215465556
chrX	1596075		0.0839915434604757		0.5299958036496714
chrX	1616075		0.10183014379018385		0.48779718059469956
chrX	1636075		0.09891191094702041		0.4673756361556517
chrX	1656075		0.060906325560194124		0.42815411367850664
chrX	1676075		0.12681797387896196		0.44834192533661016
chrX	1696075		0.13456497964521522		0.4274086665505812
chrX	1716075		0.1076226719361671		0.39044921501158164
chrX	1736075		0.08423205577230726		0.3361877695549118
chrX	1756075		0.03215583218136164		0.32956462941816667
chrX	1776075		0.005608315846470224		0.3350832313476637
chrX	1796075		0.01616245896012048		0.3084930708198123
chrX	1816075		0.0016230163274116747		0.28664697578119097
chrX	1836075		0.022783601151708757		0.3323138949794792
chrX	1856075		0.04428293042560621		0.4037502723499363
chrX	1876075		0.12060084117995365		0.3507647595106973
chrX	1896075		0.07499618681805727		0.261043657562478
chrX	1916075		0.09909914716857837		0.19923257972535102
chrX	1936075		0.09902018841139792		0.16747086052168236
chrX	1956075		0.12389885713615958		0.16113679000009912
chrX	1976075		0.13736716197527796		0.16769249637580871
chrX	1996075		0.14671172662150367		0.21148048678539833
chrX	2016075		0.15723522930683		0.24485251765369714
chrX	2036075		0.18117572329681284		0.22476657693310345
chrX	2056075		0.2526042478195161		0.27429605462143963
chrX	2076075		0.24042958440256432		0.3177358654989941
chrX	2096075		0.21903468714432286		0.3600434944021411
chrX	2116075		0.22916151971486556		0.39673739919905127
chrX	2136075		0.20390032888141488		0.3684546040331356
chrX	2156075		0.18846714034034343		0.3756212936598671
chrX	2176075		0.17413807335062637		0.39149542088020967
chrX	2196075		0.20417987553865213		0.5066790576827443
chrX	2216075		0.21514955907029562		0.44093158594509346
chrX	2236075		0.2202692727760397		0.3708478064232951
chrX	2256075		0.20625783948469303		0.3869711202476276
chrX	2276075		0.21829459473488316		0.35174313488771913
chrX	2296075		0.23152168061014883		0.32464249009741014
chrX	2316075		0.20712376329583262		0.30788710176470807
chrX	2336075		0.2172943789708901		0.2814411799859212
chrX	2356075		0.20168622367545733		0.21942568898728904
chrX	2376075		0.2629644123401031		0.22560504429550124
chrX	2396075		0.2818034247221716		0.17266251448614015
chrX	2416075		0.28524079522573187		0.16914295708390054
chrX	2436075		0.209283092936381		0.17140447945091777
chrX	2456075		0.2301050868484872		0.17874932980815839
chrX	2476075		0.19645617655945077		0.15808059167919086
chrX	2496075		0.20562396925188695		0.12936142685561577
chrX	2516075		0.2095125511431202		0.13150689854291941
chrX	2536075		0.22370283088164844		0.1277165646229101
chrX	2556075		0.29625338639512		0.10719196518998986
chrX	2576075		0.23172461051900808		0.08058971992711167
chrX	2596075		0.22941142073763507		0.09221528684166591
chrX	2616075		0.2287988165222916		0.1013504027301174
chrX	2636075		0.2518783305532709		0.11363563331469757
chrX	2656075		0.22801425364459194		0.1304641744396328
chrX	2676075		0.2794200525362642		0.1344671423277863
chrX	2696075		0.2544966217324419		0.13883451684026538
chrX	2716075		0.27537546168436233		0.12413795050627642
chrX	2736075		0.23724289436274532		0.1347530287573448
chrX	2756075		0.21770424950471456		0.20519627092202672
chrX	2776075		0.23967511423517568		0.19221977894615752
chrX	2796075		0.24127740827012		0.19183088680669205
chrX	2816075		0.25312405955457035		0.1858581957474855
chrX	2836075		0.24469520500449915		0.1710699857475713
chrX	2856075		0.21375319831255357		0.1698081488150395
chrX	2876075		0.1988769174977369		0.18362708757594653
chrX	2896075		0.21233817067150337		0.23901303372664454
chrX	2916075		0.22401148111277527		0.23971190557000643
chrX	2936075		0.249976220405382		0.22443726244276066
chrX	2956075		0.20338589616624625		0.24771900178821127
chrX	2976075		0.16377952051931155		0.24030027859575134
chrX	2996075		0.1545958139521357		0.15946921825044116
chrX	3016075		0.13670368159517454		0.12223031906777235
chrX	3036075		0.12194071676738612		0.09930022873692342
chrX	3056075		0.15259418336957006		0.06473005121046328
chrX	3076075		0.14161807937232487		0.03339225123105339
chrX	3096075		0.14860199320945958		0.026578236868435405
chrX	3116075		0.1577191213082161		0.024571421132950976
chrX	3136075		0.15604672734690542		0.014531432388348944
chrX	3156075		0.15142092832196183		0.014590534206997118
chrX	3176075		0.14690427684330648		0.012468099810392824
chrX	3196075		0.13059402981321303		0.011591925817422199
chrX	3216075		0.06594594105264703		0.00339689871155087
chrX	3236075		0.04082109959777553		0.0019966044876103184
chrX	3256075		0.04818280337395847		0.0034571189297170966
chrX	3276075		0.03963726073582781		0.0054475924852355
chrX	3296075		0.008146038575653698		0.007119113976634091
chrX	3316075		0.01690862434973426		0.008238519426311356
chrX	3336075		0.039001917876535196		0.009464924204722634
chrX	3356075		0.05992818005517786		0.010098435026564042
chrX	3376075		0.07513024321747531		0.012695991362936308
chrX	3396075		0.06866262297311262		0.009222393099033473
chrX	3416075		0.05310927347919318		0.007336416806177082
chrX	3436075		0.0419132969473939		0.0055179355368575
chrX	3456075		0.01360046901802953		0.003800735664858464
chrX	3476075		0.025375458703475177		0.003733446358252326
chrX	3496075		0.030074309132884447		0.004479846860897103
chrX	3516075		0.014698313755909418		0.0032446062098805124
chrX	3536075		0.017084045807636915		0.007388460777156203
chrX	3556075		0.022829933520396157		0.011122413841944574
chrX	3576075		0.020504122788417574		0.013069526122092922
chrX	3596075		0.011168666161273315		0.016950305948040156
chrX	3616075		0.009770506267513862		0.02300947575790677
chrX	3636075		0.01610089231583914		0.03262704466679419
chrX	3656075		0.016355428723720627		0.03140378240845686
chrX	3676075		0.04200550114125778		0.05076192536576938
chrX	3696075		0.1159264389918186		0.10306551783987399
chrX	3716075		0.0687369024659144		0.052150967366620005
chrX	3736075		0.050490170523519486		0.07481147854048978
chrX	3756075		0.023296578664191936		0.047012378870490444
chrX	3776075		0.10818857113397173		0.13215785855034293
chrX	3796075		0.10921980270823012		0.23094729221412488
chrX	3816075		0.06147010169574699		0.22542040932296578
chrX	3836075		0.04081941520625429		0.27439658423106156
chrX	3856075		0.013393273252477808		0.33613824513162666
chrX	3876075		0.020212785223295636		0.33293952242223046
chrX	3896075		0.001516135953915696		0.3629321477956903
chrX	3916075		0.055878971504889186		0.43880193567297165
chrX	3936075		0.009188346108220622		0.48432210778111007
chrX	3956075		0.04060671827639313		0.46926767930860447
chrX	3976075		0.036569578408779474		0.498165148277832
chrX	3996075		0.08676058760922299		0.41314407509687034
chrX	4016075		0.0011176524920799426		0.46555183446437454
chrX	4036075		0.032641816069686184		0.4637476662454363
chrX	4056075		0.039241994090086996		0.5917547443257856
chrX	4076075		0.024951024438057707		0.5841230990970505
chrX	4096075		0.01729628142381043		0.6952749014560832
chrX	4116075		0.011600837052124498		0.6078995310504004
chrX	4136075		0.022011842782168764		0.5195064228432889
chrX	4156075		0.07522656873336928		0.5813359062911732
chrX	4176075		0.07320890985318837		0.5170204414420145
chrX	4196075		0.15253062923285518		0.5318138050084172
chrX	4216075		0.15985665535161392		0.6233086099979172
chrX	4236075		0.18513355756148225		0.6345873765343278
chrX	4256075		0.15029582537018085		0.5855687084544093
chrX	4276075		0.1030407134514405		0.6518483455814658
chrX	4296075		0.11112909546454787		0.696338019051036
chrX	4316075		0.0586138247862682		0.6774358631976316
chrX	4336075		0.0487062718173284		0.6809230888323076
chrX	4356075		0.031787188707402936		0.7271277121430584
chrX	4376075		0.0038014588360925847		0.7604652699950121
chrX	4396075		0.04196475326335915		0.7750759846219516
chrX	4416075		0.04898635840209369		0.6381361741004336
chrX	4436075		0.10415627786481228		0.6784351338617918
chrX	4456075		0.09055211011570649		0.7254307712841033
chrX	4476075		0.09073842577938135		0.6880041351699341
chrX	4496075		0.11917038556532482		0.6475503220001515
chrX	4516075		0.10968164288870731		0.6235797588346333
chrX	4536075		0.16877377415912084		0.6828828372730174
chrX	4556075		0.19390629899260775		0.7625206433500875
chrX	4576075		0.17905498328588046		0.7031370310264333
chrX	4596075		0.15191986486264913		0.6830246370308005
chrX	4616075		0.10820683772971124		0.661700704236349
chrX	4636075		0.06836146155140688		0.7020796212433018
chrX	4656075		0.08669267362875702		0.6156647143611681
chrX	4676075		0.11284118189785873		0.5753326543745749
chrX	4696075		0.11623109904408505		0.5957711545451936
chrX	4716075		0.056301056873383		0.5190608647020556
chrX	4736075		0.11836433746543157		0.4341374466220017
chrX	4756075		0.15452298332133435		0.5428862047721176
chrX	4776075		0.1810808590968973		0.4404333261318216
chrX	4796075		0.24249647228190133		0.4811963700584572
chrX	4816075		0.14413525114312756		0.39858711130090635
chrX	4836075		0.11316351180776618		0.4363985317708281
chrX	4856075		0.1766257514511759		0.2876210470111123
chrX	4876075		0.21057480857775393		0.2961130340354899
chrX	4896075		0.19612955399207332		0.29125950451351235
chrX	4916075		0.17799868539632174		0.33647938287360873
chrX	4936075		0.18231087965059284		0.34076140417738315
chrX	4956075		0.10236164214344416		0.42196025954451827
chrX	4976075		0.027206190355929583		0.5498974963462125
chrX	4996075		0.10465666122497065		0.6968789665272415
chrX	5016075		0.14151314189849987		0.7755270321473517
chrX	5036075		0.1245712792931064		0.8276229998498803
chrX	5056075		0.28005426201746364		0.7909240493338449
chrX	5076075		0.23983891395042792		0.6702782055145597
chrX	5096075		0.130999412776194		0.48209405770319635
chrX	5116075		0.013769700415521016		0.3726042948415638
chrX	5136075		0.03254712303771855		0.2917721628626336
chrX	5156075		0.05974764840247892		0.3358192475571108
chrX	5176075		0.09273692943016293		0.2697441496756243
chrX	5196075		0.052278145325319915		0.24843288464340177
chrX	5216075		0.079053072726858		0.2846025309531616
chrX	5236075		0.0376163030701677		0.31767406925718117
chrX	5256075		0.015729107822713195		0.40736863330872664
chrX	5276075		0.12957220211154846		0.4405571195972889
chrX	5296075		0.05984549781690837		0.5415944944100273
chrX	5316075		0.05982578252362082		0.674144620797853
chrX	5336075		0.13243689191924266		0.5623299302114834
chrX	5356075		0.08771923939355443		0.3516394266287178
chrX	5376075		0.05715107822423491		0.4053670090854069
chrX	5396075		0.06579027504337497		0.7596168853749787
chrX	5416075		0.08340410815025785		0.6562256632725818
chrX	5436075		0.1107546957652467		0.8577262053026056
chrX	5456075		0.14207391995302443		1.0244559355281588
chrX	5476075		0.15465596853818417		1.2264560397363682
chrX	5496075		0.10322186427396171		1.1935027759605106
chrX	5516075		0.08514882612709522		1.048909901303453
chrX	5536075		0.11211670079276183		1.1624480316920647
chrX	5556075		0.17769251196618904		1.0237714619492932
chrX	5576075		0.19201373385037218		0.9762909210269164
chrX	5596075		0.21254027716174118		1.038710316077919
chrX	5616075		0.17883341397073724		1.0785674825800389
chrX	5636075		0.17967578818399613		0.9539194242122071
chrX	5656075		0.15318482053034102		0.7736361842380267
chrX	5676075		0.13490162159703437		0.7323588796398335
chrX	5696075		0.08217695526089466		0.5227801585105359
chrX	5716075		0.12431278173157898		0.3614692260773081
chrX	5736075		0.12268299300325733		0.41151408159236635
chrX	5756075		0.18178964032305106		0.44650771185822424
chrX	5776075		0.1390284456924961		0.310991404931411
chrX	5796075		0.0018269383676518002		0.15336465913640418
chrX	5816075		0.01983288138016789		0.15360416608327054
chrX	5836075		0.0060453740144767835		0.07130916115808257
chrX	5856075		0.024536240007567815		0.06643486296007142
chrX	5876075		0.03810958477706532		0.05923319622013812
chrX	5896075		0.07121130480984901		0.04394582145195346
chrX	5916075		0.07119305778352233		0.041953901466325175
chrX	5936075		0.06594676485203164		0.04113780671066926
chrX	5956075		0.08658599859423702		0.042126001850431236
chrX	5976075		0.043645035434461875		0.034594078192656294
chrX	5996075		0.044011483054236994		0.0378362913827315
chrX	6016075		0.08364741159401047		0.10261063560482804
chrX	6036075		0.045235564447252276		0.09732643701715676
chrX	6056075		0.10649161864758949		0.17264725914507378
chrX	6076075		0.013486059246730697		0.0986017507103369
chrX	6096075		0.02915021043790917		0.1254382335200419
chrX	6116075		0.016106905323219307		0.16742389807191102
chrX	6136075		0.049537312397173044		0.18424795556132312
chrX	6156075		0.05711386255299908		0.15874125183421361
chrX	6176075		0.00581469585904112		0.28483541387989647
chrX	6196075		0.020707864946065517		0.2362106762487879
chrX	6216075		0.05707570940276051		0.4028174012896254
chrX	6236075		0.10034810160654294		0.5575105155073359
chrX	6256075		0.09082854295079436		0.5572106023357926
chrX	6276075		0.03910938797616935		0.6208482422862215
chrX	6296075		0.05654954230266285		0.8269258432210174
chrX	6316075		0.0476847115843185		0.8085573573388584
chrX	6336075		0.01178944089211714		0.5919412592129422
chrX	6356075		0.0067049425650886505		0.6946743956680089
chrX	6376075		0.016974344448772334		0.6777923723644456
chrX	6396075		0.03986881741329148		0.9197570559585683
chrX	6416075		0.13676517030041818		1.0435453971830524
chrX	6436075		0.06536161451123028		1.2429722879648868
chrX	6456075		0.14118935702057436		1.5805660296642563
chrX	6476075		0.08182356522474027		1.569986997636492
chrX	6496075		0.13349543046561715		1.546663716776834
chrX	6516075		0.17342689535081476		1.3664528791301715
chrX	6536075		0.22792702333486162		1.4774851914939189
chrX	6556075		0.1173193427491196		1.4286134422922083
chrX	6576075		0.0964009498321802		1.1967182328059704
chrX	6596075		0.08800689532130353		0.9393834487256097
chrX	6616075		0.08976602322046275		0.9598220950674902
chrX	6636075		0.05598219344317662		0.8141937737497468
chrX	6656075		0.0020373319905705647		0.8649851809046774
chrX	6676075		0.05055170457412487		0.8563339006648504
chrX	6696075		0.060573792196018716		0.8132741329751842
chrX	6716075		0.045551510217046405		0.5317262426356354
chrX	6736075		0.043915954328855644		0.5426880361936183
chrX	6756075		0.078977807098605		0.47521663594225283
chrX	6776075		0.05885531951939148		0.44502138774848193
chrX	6796075		0.0967625016211547		0.43099050767657004
chrX	6816075		0.04539365704709763		0.4012526420277982
chrX	6836075		0.0788861559279813		0.37011771140002814
chrX	6856075		0.12179712744641082		0.2532051304153316
chrX	6876075		0.11962043253098781		0.2398378453151852
chrX	6896075		0.10676914103161277		0.24080321184577907
chrX	6916075		0.10055351774274388		0.24874000613467506
chrX	6936075		0.04782934746635926		0.26653606347306813
chrX	6956075		0.08988274105361148		0.27863534215009667
chrX	6976075		0.12030688017913488		0.3011527141142193
chrX	6996075		0.16404017426120188		0.2906445067768175
chrX	7016075		0.11315605502636474		0.2510453001048157
chrX	7036075		0.14279523117189774		0.26217019720561885
chrX	7056075		0.27730028975017645		0.3467657376509394
chrX	7076075		0.23555683711049757		0.31279802867497886
chrX	7096075		0.26939467038090054		0.3237640298462147
chrX	7116075		0.27653019491766995		0.28413542079340065
chrX	7136075		0.2582969990845884		0.22797452024525394
chrX	7156075		0.2428160538934849		0.17847117184897424
chrX	7176075		0.21062829759368523		0.14945093681099614
chrX	7196075		0.13059809211847798		0.10334934165787434
chrX	7216075		0.17266555412215517		0.09256452693559648
chrX	7236075		0.1756172461663288		0.08570497961689622
chrX	7256075		0.1531380885264928		0.0958076027538405
chrX	7276075		0.11314753621987095		0.06440791438323841
chrX	7296075		0.1125606133564615		0.06057753708834053
chrX	7316075		0.12232709896071021		0.049238180400379576
chrX	7336075		0.08840048995585686		0.044310709197497404
chrX	7356075		0.020717946677015594		0.04968922828055028
chrX	7376075		0.0045954373249544244		0.04395032696043612
chrX	7396075		0.08313106563947804		0.05244214045433083
chrX	7416075		0.07196385644935545		0.041426535555614576
chrX	7436075		0.016393540358749174		0.04525173150009675
chrX	7456075		0.10772520367300759		0.02945590120235683
chrX	7476075		0.07002394837328994		0.029568566784697783
chrX	7496075		0.06252041356865531		0.038761483680511445
chrX	7516075		0.03319319799965851		0.045608922823019676
chrX	7536075		0.07994560441293652		0.04024824571521054
chrX	7556075		0.03608026186441487		0.029978646975088133
chrX	7576075		0.026550426385361307		0.037877972444021434
chrX	7596075		0.030881129218304725		0.040855988694185705
chrX	7616075		0.006675796075476024		0.045159407889607865
chrX	7636075		0.01271784608639221		0.03886909965719376
chrX	7656075		0.007348589455005999		0.04191475701101109
chrX	7676075		0.013843853161256536		0.03570346302404803
chrX	7696075		0.02911518214672178		0.03469187481107711
chrX	7716075		0.04915790102603908		0.034575425119178736
chrX	7736075		0.04842697132515744		0.03378246388334087
chrX	7756075		0.017677691932623262		0.030366139946684387
chrX	7776075		0.011591903409201142		0.02733815104073188
chrX	7796075		0.018673093783704853		0.024520239078066802
chrX	7816075		0.0081912327278682		0.029726425646222382
chrX	7836075		0.0062014859651641045		0.02606697195056813
chrX	7856075		0.023211659487015767		0.027408378117604756
chrX	7876075		0.012942180407413805		0.02508168678071768
chrX	7896075		0.09353243894353744		0.015207702225525335
chrX	7916075		0.11297854276779805		0.013830246186872074
chrX	7936075		0.0811254204305226		0.008285998466084478
chrX	7956075		0.06237662603024504		0.008410425986002522
chrX	7976075		0.16080699480174482		0.019837446359588912
chrX	7996075		0.12281351066603648		0.0247877042749475
chrX	8016075		0.13057912888480475		0.03870237976349014
chrX	8036075		0.17295203364520487		0.05496827921176118
chrX	8056075		0.14007373644936172		0.027765454905492787
chrX	8076075		0.054772916650394805		0.031113235199413197
chrX	8096075		0.0653449830307926		0.05640666077458905
chrX	8116075		0.031203734652376643		0.04373234870218866
chrX	8136075		0.010129787456990147		0.09814179003464879
chrX	8156075		0.007902280140710915		0.10365140223630366
chrX	8176075		0.015293456772264279		0.1254167867108277
chrX	8196075		0.052917588110344096		0.1396561319533004
chrX	8216075		0.08650719069174592		0.19534900506780542
chrX	8236075		0.10807135503170619		0.2782328653114303
chrX	8256075		0.0859311130039032		0.3313253772097006
chrX	8276075		0.0890471551335154		0.33743844570919923
chrX	8296075		0.09073209271793405		0.3452408478440968
chrX	8316075		0.12723910900146002		0.3291783437057961
chrX	8336075		0.1327691164500263		0.30311041970776315
chrX	8356075		0.12570886488731983		0.3284889221321636
chrX	8376075		0.09174784064673369		0.32641254618666415
chrX	8396075		0.14785392842226008		0.2857875060791429
chrX	8416075		0.15217408153529324		0.34102425585982044
chrX	8436075		0.13641147564543596		0.26324476502528044
chrX	8456075		0.19477492245824657		0.22918818548910402
chrX	8476075		0.21440275147379506		0.21439503685617028
chrX	8496075		0.17980239147360433		0.21505377286797778
chrX	8516075		0.17987817965405484		0.21605211339749014
chrX	8536075		0.23472990512017491		0.25245052198508033
chrX	8556075		0.26690826215917035		0.2739119274685134
chrX	8576075		0.2896062980523221		0.2823259289651924
chrX	8596075		0.26429703709286917		0.21818639279666938
chrX	8616075		0.24061937590188992		0.18887766123048585
chrX	8636075		0.19243233729948553		0.2335355822571616
chrX	8656075		0.09355020981951498		0.5408433432281939
chrX	8676075		0.2252994827042954		0.6995680423124331
chrX	8696075		0.2546502889622077		0.7161679736290265
chrX	8716075		0.19881978167108144		0.8006606449784957
chrX	8736075		0.19439755365168018		0.7691270942523308
chrX	8756075		0.17981084553563417		0.8844124219057555
chrX	8776075		0.18884978993593265		0.9501865350140534
chrX	8796075		0.1385665776491205		0.8071746973937306
chrX	8816075		0.09753178174598304		0.7066478579037405
chrX	8836075		0.07940239141143351		0.7871917607295581
chrX	8856075		0.02013334831441515		0.8093835099576103
chrX	8876075		0.04590729818211871		0.6834863973478387
chrX	8896075		0.05251090984257257		0.6324166667679493
chrX	8916075		0.08549031436087615		0.6286418062561476
chrX	8936075		0.15868029901077663		0.4990779337028889
chrX	8956075		0.17700468193390473		0.33414047684087844
chrX	8976075		0.22210137295898255		0.3195463142601818
chrX	8996075		0.18585075315081967		0.24622658250247342
chrX	9016075		0.09052054484609984		0.0837011508451435
chrX	9036075		0.05988051758077738		0.10189101490188382
chrX	9056075		0.08687962102253517		0.0389305440564654
chrX	9076075		0.09477349247543482		0.03967278358058724
chrX	9096075		0.11497146548502073		0.06532026032700512
chrX	9116075		0.04251748171339749		0.03083134255559026
chrX	9136075		0.020334879217053535		0.06103702352885522
chrX	9156075		0.050882782897755184		0.042309003729460164
chrX	9176075		0.11335827664293151		0.03864384613357386
chrX	9196075		0.14917056707759876		0.05310807329762637
chrX	9216075		0.12451925025086782		0.05171737991426354
chrX	9236075		0.12353950391107886		0.050827513869256546
chrX	9256075		0.15303896593594268		0.08997420801223495
chrX	9276075		0.1680991767400958		0.17281772435320675
chrX	9296075		0.09126740596759289		0.14973297384193945
chrX	9316075		0.05551114300510467		0.22911428536464093
chrX	9336075		0.00484454276369367		0.4371678761526523
chrX	9356075		0.00873891237628521		0.3855954966704527
chrX	9376075		0.03802802841725608		0.4159790491536041
chrX	9396075		0.0789827910630551		0.3042446972949819
chrX	9416075		0.033057031271721375		0.3210176732546454
chrX	9436075		0.04557256218618075		0.38650903139939474
chrX	9456075		0.11362572338369051		0.5384788972443447
chrX	9476075		0.08597081005497276		0.5766404694485151
chrX	9496075		0.09311429728082789		0.6320490411619115
chrX	9516075		0.1639805112154733		0.7860077019252356
chrX	9536075		0.3673727850332996		0.9739700978799031
chrX	9556075		0.376000165192753		0.8419861842329137
chrX	9576075		0.44760318078535943		0.9118402466420809
chrX	9596075		0.5015981326374601		0.7451197939044742
chrX	9616075		0.5214627162111696		0.7081079900942859
chrX	9636075		0.5456980048929111		0.6046238631274268
chrX	9656075		0.5921740804399802		0.49014507003685553
chrX	9676075		0.5055298685404316		0.319244147411601
chrX	9696075		0.39381275368291596		0.14999462137259062
chrX	9716075		0.42250060150588037		0.10690025537833417
chrX	9736075		0.3972021667096727		0.06309563025975157
chrX	9756075		0.30532069120982364		0.04609672874520528
chrX	9776075		0.3188125838447854		0.069859804579751425
chrX	9796075		0.30914892286303264		0.06627759129459831
chrX	9816075		0.26393212771385555		0.06077377453456099
chrX	9836075		0.1910428697692947		0.05542009076410698
chrX	9856075		0.06163038753852782		0.08024425467613687
chrX	9876075		0.01483185744914528		0.056040436738518294
chrX	9896075		0.04510930761035397		0.1313522888013349
chrX	9916075		0.04516355861970664		0.12105741388792259
chrX	9936075		0.08993170310100974		0.10593418841557632
chrX	9956075		0.08979841147246977		0.07642984770731424
chrX	9976075		0.09266982088507734		0.09125540269142131
chrX	9996075		0.09957433690921483		0.11867305367677775
chrX	10016075		0.07562302262694932		0.09285695590265539
chrX	10036075		0.024373730989727387		0.0865362103646068
chrX	10056075		0.008392990418966607		0.10982611312507684
chrX	10076075		0.0478134413181384		0.1924640738845539
chrX	10096075		0.0101438466458625		0.22731675870223944
chrX	10116075		2.6727557607361403e-4		0.21834195420572428
chrX	10136075		0.02743924795879167		0.23059654419312967
chrX	10156075		0.027192341159536542		0.3709813281066547
chrX	10176075		0.10038955134287923		0.537624157952539
chrX	10196075		0.14079475896998953		0.556792703691513
chrX	10216075		0.17413510474266808		0.5381904919615766
chrX	10236075		0.24888691744144995		0.6358576547758759
chrX	10256075		0.20817208981775054		0.6479539746193229
chrX	10276075		0.2742031803540256		0.806725185242296
chrX	10296075		0.29208919705868736		0.8522648008641733
chrX	10316075		0.3040662582878888		0.9589027061637202
chrX	10336075		0.2720600462186909		1.002802218719297
chrX	10356075		0.21028358495111832		0.9562739551495263
chrX	10376075		0.26056486764731585		0.8468848575046296
chrX	10396075		0.27540130273021624		0.8096960738661404
chrX	10416075		0.2604824233313609		0.651950850669904
chrX	10436075		0.3246933054489305		0.6851546732631547
chrX	10456075		0.26940963707527793		0.6312028742854044
chrX	10476075		0.2922909851159584		0.7222597700794877
chrX	10496075		0.23907359936976955		0.5409144777978402
chrX	10516075		0.14408254890205646		0.3901734922873462
chrX	10536075		0.1437443540180906		0.5274483280260945
chrX	10556075		0.1679128734100805		0.4234379050404746
chrX	10576075		0.19153773924289794		0.38947258722222583
chrX	10596075		0.15480634377046046		0.35869771391132926
chrX	10616075		0.09296515499855908		0.34663956089938863
chrX	10636075		0.13455414044039574		0.3484941797651178
chrX	10656075		0.1939537813410568		0.4381178558689565
chrX	10676075		0.10716957736208327		0.4486557293042696
chrX	10696075		0.12274495390189992		0.830202820625717
chrX	10716075		0.0020918354701104924		1.3282741914874956
chrX	10736075		0.04889450137398674		1.2196651188758765
chrX	10756075		0.008418654387730005		1.2011487764823694
chrX	10776075		0.0442162160331109		1.1899905641291895
chrX	10796075		0.04593725158356733		1.115217260604099
chrX	10816075		0.04496426688930153		0.8903327624059708
chrX	10836075		0.08893873369502867		0.7375083170682195
chrX	10856075		0.24998688796596952		0.7083174425389605
chrX	10876075		0.2439105241941768		0.676895139420241
chrX	10896075		0.2773655185668782		0.6377460546293394
chrX	10916075		0.2986171401224175		0.6225226745013005
chrX	10936075		0.2885338247451822		0.6246553509457746
chrX	10956075		0.2500273308466227		0.5970419793232272
chrX	10976075		0.18328337199566816		0.34858318856103065
chrX	10996075		0.22338769550931378		0.32339583307122555
chrX	11016075		0.19898677359956465		0.24354585766685566
chrX	11036075		0.21523743347970611		0.2461717492259507
chrX	11056075		0.2406140535404045		0.19763628477238662
