chr	pos	data	neg_log10_p
chrX	8656075		0.09355020981951498
chrX	8676075		0.2252994827042954
chrX	8696075		0.2546502889622077
chrX	8716075		0.19881978167108144
chrX	8736075		0.19439755365168018
chrX	8756075		0.17981084553563417
chrX	8776075		0.18884978993593265
chrX	8796075		0.1385665776491205
chrX	8816075		0.09753178174598304
chrX	8836075		0.07940239141143351
chrX	8856075		0.02013334831441515
chrX	8876075		0.04590729818211871
chrX	8896075		0.05251090984257257
chrX	8916075		0.08549031436087615
chrX	8936075		0.15868029901077663
chrX	8956075		0.17700468193390473
chrX	8976075		0.22210137295898255
chrX	8996075		0.18585075315081967
chrX	9016075		0.09052054484609984
chrX	9036075		0.05988051758077738
chrX	9056075		0.08687962102253517
chrX	9076075		0.09477349247543482
chrX	9096075		0.11497146548502073
chrX	9116075		0.04251748171339749
chrX	9136075		0.020334879217053535
chrX	9156075		0.050882782897755184
chrX	9176075		0.11335827664293151
chrX	9196075		0.14917056707759876
chrX	9216075		0.12451925025086782
chrX	9236075		0.12353950391107886
chrX	9256075		0.15303896593594268
chrX	9276075		0.1680991767400958
chrX	9296075		0.09126740596759289
chrX	9316075		0.05551114300510467
chrX	9336075		0.00484454276369367
chrX	9356075		0.00873891237628521
chrX	9376075		0.03802802841725608
chrX	9396075		0.0789827910630551
chrX	9416075		0.033057031271721375
chrX	9436075		0.04557256218618075
chrX	9456075		0.11362572338369051
chrX	9476075		0.08597081005497276
chrX	9496075		0.09311429728082789
chrX	9516075		0.1639805112154733
chrX	9536075		0.3673727850332996
chrX	9556075		0.376000165192753
chrX	9576075		0.44760318078535943
chrX	9596075		0.5015981326374601
chrX	9616075		0.5214627162111696
chrX	9636075		0.5456980048929111
chrX	9656075		0.5921740804399802
chrX	9676075		0.5055298685404316
chrX	9696075		0.39381275368291596
chrX	9716075		0.42250060150588037
chrX	9736075		0.3972021667096727
chrX	9756075		0.30532069120982364
chrX	9776075		0.3188125838447854
chrX	9796075		0.30914892286303264
chrX	9816075		0.26393212771385555
chrX	9836075		0.1910428697692947
chrX	9856075		0.06163038753852782
chrX	9876075		0.01483185744914528
chrX	9896075		0.04510930761035397
chrX	9916075		0.04516355861970664
chrX	9936075		0.08993170310100974
chrX	9956075		0.08979841147246977
chrX	9976075		0.09266982088507734
chrX	9996075		0.09957433690921483
chrX	10016075		0.07562302262694932
chrX	10036075		0.024373730989727387
chrX	10056075		0.008392990418966607
chrX	10076075		0.0478134413181384
chrX	10096075		0.0101438466458625
chrX	10116075		2.6727557607361403e-4
chrX	10136075		0.02743924795879167
chrX	10156075		0.027192341159536542
chrX	10176075		0.10038955134287923
chrX	10196075		0.14079475896998953
chrX	10216075		0.17413510474266808
chrX	10236075		0.24888691744144995
chrX	10256075		0.20817208981775054
chrX	10276075		0.2742031803540256
chrX	10296075		0.29208919705868736
chrX	10316075		0.3040662582878888
chrX	10336075		0.2720600462186909
chrX	10356075		0.21028358495111832
chrX	10376075		0.26056486764731585
chrX	10396075		0.27540130273021624
chrX	10416075		0.2604824233313609
chrX	10436075		0.3246933054489305
chrX	10456075		0.26940963707527793
chrX	10476075		0.2922909851159584
chrX	10496075		0.23907359936976955
chrX	10516075		0.14408254890205646
chrX	10536075		0.1437443540180906
chrX	10556075		0.1679128734100805
chrX	10576075		0.19153773924289794
chrX	10596075		0.15480634377046046
chrX	10616075		0.09296515499855908
chrX	10636075		0.13455414044039574
chrX	10656075		0.1939537813410568
chrX	10676075		0.10716957736208327
chrX	10696075		0.12274495390189992
chrX	10716075		0.0020918354701104924
chrX	10736075		0.04889450137398674
chrX	10756075		0.008418654387730005
chrX	10776075		0.0442162160331109
chrX	10796075		0.04593725158356733
chrX	10816075		0.04496426688930153
chrX	10836075		0.08893873369502867
chrX	10856075		0.24998688796596952
chrX	10876075		0.2439105241941768
chrX	10896075		0.2773655185668782
chrX	10916075		0.2986171401224175
chrX	10936075		0.2885338247451822
chrX	10956075		0.2500273308466227
chrX	10976075		0.18328337199566816
chrX	10996075		0.22338769550931378
chrX	11016075		0.19898677359956465
chrX	11036075		0.21523743347970611
chrX	11056075		0.2406140535404045
chrX	11076075		0.2690456089039558
chrX	11096075		0.26777150456367044
chrX	11116075		0.2082660175770709
chrX	11136075		0.25002575185071724
chrX	11156075		0.28058477772693763
chrX	11176075		0.23529816431764078
chrX	11196075		0.18362157491918935
chrX	11216075		0.14845672156523626
chrX	11236075		0.16942715662715052
chrX	11256075		0.1519388783261712
chrX	11276075		0.13776399553817628
chrX	11296075		0.13049343795684937
chrX	11316075		0.13411872270265607
chrX	11336075		0.13550667147395132
chrX	11356075		0.12389919851376649
chrX	11376075		0.1161710957670158
chrX	11396075		0.11150761314341782
chrX	11416075		0.11931684915008607
chrX	11436075		0.06258451385803546
chrX	11456075		0.21052474213418534
chrX	11476075		0.2017760377128299
chrX	11496075		0.10997383262902426
chrX	11516075		0.11316306761588853
chrX	11536075		0.06456710506840836
chrX	11556075		0.033764125312596496
chrX	11576075		0.048052642806681624
chrX	11596075		0.04600002050710162
chrX	11616075		0.0718923985887077
chrX	11636075		0.15489513172075536
chrX	11656075		0.14561301419638017
chrX	11676075		0.2378073844544396
chrX	11696075		0.29812658872879894
chrX	11716075		0.27593774656196807
chrX	11736075		0.2625268833295806
chrX	11756075		0.20953710991355604
chrX	11776075		0.1860321487830715
chrX	11796075		0.2028751369420299
chrX	11816075		0.1458085485856221
chrX	11836075		0.19093409566774042
chrX	11856075		0.22337261666518934
chrX	11876075		0.2680147849414792
chrX	11896075		0.3367903290656566
chrX	11916075		0.2930230498062957
chrX	11936075		0.29068691841574545
chrX	11956075		0.29794654007201105
chrX	11976075		0.29824373846380153
chrX	11996075		0.25700698999389265
chrX	12016075		0.2313847349081006
chrX	12036075		0.22961885288275966
chrX	12056075		0.14314409880240272
chrX	12076075		0.22114653413906932
chrX	12096075		0.13421821352470406
chrX	12116075		0.22107225661166144
chrX	12136075		0.36210895564330037
chrX	12156075		0.39629285008417703
chrX	12176075		0.3860625787023032
chrX	12196075		0.3358830663965303
chrX	12216075		0.296310653540218
chrX	12236075		0.3798153626762702
chrX	12256075		0.4416593100383877
chrX	12276075		0.42448568394099423
chrX	12296075		0.5438571300771518
chrX	12316075		0.6860337933172322
chrX	12336075		0.7292099083727329
chrX	12356075		0.6973205981314311
chrX	12376075		0.6638608155258123
chrX	12396075		0.6904670866210554
chrX	12416075		0.7095681271489452
chrX	12436075		0.6244759774507609
chrX	12456075		0.6720955738385632
chrX	12476075		0.6155852005049692
chrX	12496075		0.5618458370942737
chrX	12516075		0.3153527177363219
chrX	12536075		0.3967203879055314
chrX	12556075		0.359636900400071
chrX	12576075		0.21282677766909722
chrX	12596075		0.20268064951557455
chrX	12616075		0.2592844953082037
chrX	12636075		0.24067677889629666
chrX	12656075		0.18015567678544864
chrX	12676075		0.1850364030478469
chrX	12696075		0.10067089434264685
chrX	12716075		0.012082008157008125
chrX	12736075		0.02190630389647732
chrX	12756075		0.05930326998746393
chrX	12776075		0.06677734596229165
chrX	12796075		0.07898115032994149
chrX	12816075		0.05086528353728323
chrX	12836075		0.04891148706443959
chrX	12856075		0.05810093317481428
chrX	12876075		0.028950872088900084
chrX	12896075		0.0033268365150132006
chrX	12916075		0.010143736268624139
chrX	12936075		0.014618478429985296
chrX	12956075		0.005823673762670281
chrX	12976075		0.020523872196471813
chrX	12996075		0.04458497425935827
chrX	13016075		0.0669308102108691
chrX	13036075		0.005086351770175173
chrX	13056075		0.024640287349105623
chrX	13076075		0.01772353783464549
chrX	13096075		0.039657066853842064
chrX	13116075		0.07286996002971059
chrX	13136075		0.3057973933928052
chrX	13156075		0.18460895014687215
chrX	13176075		0.20317858110131856
chrX	13196075		0.1925498435984646
chrX	13216075		0.1822402808478713
chrX	13236075		0.2888761403856644
chrX	13256075		0.2795436331316407
chrX	13276075		0.3250117667013474
chrX	13296075		0.2727350533282643
chrX	13316075		0.2545021369883756
chrX	13336075		0.14504912702682288
chrX	13356075		0.15602831758886743
chrX	13376075		0.10271030145514314
chrX	13396075		0.1227629956234835
chrX	13416075		0.032351192250933865
chrX	13436075		0.032698289034401855
chrX	13456075		0.07055248377990793
chrX	13476075		0.06183170951247271
chrX	13496075		0.13670363317383785
chrX	13516075		0.17265590314976031
chrX	13536075		0.14591805894268278
chrX	13556075		0.14414288620044802
chrX	13576075		0.18476370043533324
chrX	13596075		0.1653822396177368
chrX	13616075		0.14770313431127144
chrX	13636075		0.11216966598452925
chrX	13656075		0.17348438590004334
chrX	13676075		0.1588661347569995
chrX	13696075		0.15756233791625254
chrX	13716075		0.1545681352990909
chrX	13736075		0.22545927490077577
chrX	13756075		0.28009890421522493
chrX	13776075		0.3843382073242329
chrX	13796075		0.4558511430030325
chrX	13816075		0.38436591035229684
chrX	13836075		0.2852534783367659
chrX	13856075		0.2737903123303403
chrX	13876075		0.31545371127396415
chrX	13896075		0.2690784523527603
chrX	13916075		0.2685012537070946
chrX	13936075		0.21939604606130814
chrX	13956075		0.20748875486927473
chrX	13976075		0.18717303111776412
chrX	13996075		0.28785716180198767
chrX	14016075		0.35089562666878127
chrX	14036075		0.3380081064476926
chrX	14056075		0.10739977405792452
chrX	14076075		0.09594600472617316
chrX	14096075		0.13216415663884568
chrX	14116075		0.19854872763005374
chrX	14136075		0.17543558408563745
chrX	14156075		0.10735734521818034
chrX	14176075		0.13607634989331913
chrX	14196075		0.10951461615063417
chrX	14216075		0.0735135011528541
chrX	14236075		0.046645951207166414
chrX	14256075		0.1253586336110469
chrX	14276075		0.07755097741107575
chrX	14296075		0.00973973309337041
chrX	14316075		0.07588152807926489
chrX	14336075		0.018301669270252455
chrX	14356075		0.15486083362320407
chrX	14376075		0.18376644210937473
chrX	14396075		0.21809262864852627
chrX	14416075		0.1754734935727745
chrX	14436075		0.1460409179012271
chrX	14456075		0.11110111902873257
chrX	14476075		0.09363538234017484
chrX	14496075		0.07997383406692005
chrX	14516075		0.038803543702435744
chrX	14536075		0.03221603726203858
chrX	14556075		0.01758245748108334
chrX	14576075		0.0019266181706118668
chrX	14596075		0.004122459633664277
chrX	14616075		0.03175578282169679
chrX	14636075		0.016329167298420558
chrX	14656075		0.019484636594501302
chrX	14676075		0.07562468404431914
chrX	14696075		0.05518532292174341
chrX	14716075		0.03027123099927065
chrX	14736075		0.03422206128890122
chrX	14756075		0.08953861731878482
chrX	14776075		0.2328747201061962
chrX	14796075		0.22766325011859
chrX	14816075		0.2755750159726768
chrX	14836075		0.28773068751245945
chrX	14856075		0.20957390482446595
chrX	14876075		0.007515248343299078
chrX	14896075		0.014569720612448753
chrX	14916075		0.03553778265511779
chrX	14936075		0.02463084525169535
chrX	14956075		0.02480717906153974
chrX	14976075		0.08273775465327725
chrX	14996075		0.08899186030733135
chrX	15016075		0.012726808401277998
chrX	15036075		0.1734323933012824
chrX	15056075		0.2390727143034673
chrX	15076075		0.31830535389173814
chrX	15096075		0.2982247321209915
chrX	15116075		0.81813304373043
chrX	15136075		0.7138047937474299
chrX	15156075		0.784226215957539
chrX	15176075		0.5233939142270264
chrX	15196075		0.24083109597583885
chrX	15216075		0.2567945441756563
chrX	15236075		0.13036938283833785
chrX	15256075		0.2612592478383607
chrX	15276075		0.3650910760787798
chrX	15296075		0.16355506552887103
chrX	15316075		0.03935990118897071
chrX	15336075		0.1783022309405891
chrX	15356075		0.30420781559407556
chrX	15376075		0.24363942459386845
chrX	15396075		0.2627853933054753
chrX	15416075		0.24480983254549943
chrX	15436075		0.021526319968182505
chrX	15456075		0.10837519298989301
chrX	15476075		0.0870601721381676
chrX	15496075		0.12108481458310247
chrX	15516075		0.15964785653133715
chrX	15536075		0.1641185735595391
chrX	15556075		0.1687428344549177
chrX	15576075		0.25670529881619275
chrX	15596075		0.18950098706158158
chrX	15616075		0.17313695139478694
chrX	15636075		0.08706161229350874
chrX	15656075		0.13917093626292748
chrX	15676075		0.12474345885583125
chrX	15696075		0.09002822127903809
chrX	15716075		0.025904773499421264
chrX	15736075		0.00870315488681062
chrX	15756075		0.009632812295101762
chrX	15776075		0.02402073730652892
chrX	15796075		0.06563431717895848
chrX	15816075		0.049337586146804585
chrX	15836075		0.03662037319436672
chrX	15856075		0.06343378858311156
chrX	15876075		0.031229715633741776
chrX	15896075		0.035030483683327486
chrX	15916075		0.030032547119642983
chrX	15936075		0.005307292896169368
chrX	15956075		0.10168491508995736
chrX	15976075		0.11554055918254227
chrX	15996075		0.10537962913707843
chrX	16016075		0.13628002030233394
chrX	16036075		0.14746870974731127
chrX	16056075		0.1501309452866402
chrX	16076075		0.17861872551802566
chrX	16096075		0.19667187770530162
chrX	16116075		0.18327462058964922
chrX	16136075		0.19638915664219436
chrX	16156075		0.17881177367611176
chrX	16176075		0.1532919419762024
chrX	16196075		0.13975780268133517
chrX	16216075		0.08776074423807059
chrX	16236075		0.08296059500299363
chrX	16256075		0.08756985850202857
chrX	16276075		0.057576938551814366
chrX	16296075		0.06284422175740806
chrX	16316075		0.014542817786624536
chrX	16336075		0.03780984484409114
chrX	16356075		0.0480404815958502
chrX	16376075		0.14259609938066375
chrX	16396075		0.04274925008678922
chrX	16416075		0.04097621994369781
chrX	16436075		0.029208820335256284
chrX	16456075		0.030817584589758678
chrX	16476075		0.03227162107663261
chrX	16496075		0.045888119863584924
chrX	16516075		0.032326026945177944
chrX	16536075		0.03534015357619107
chrX	16556075		0.04214502462337553
chrX	16576075		0.0278745401917237
chrX	16596075		0.02255917184150148
chrX	16616075		0.007332003950569252
chrX	16636075		0.0034470116163270456
chrX	16656075		0.011175077962261316
chrX	16676075		0.0023542266497144715
chrX	16696075		0.006399716568325776
chrX	16716075		0.017323936310018908
chrX	16736075		0.0260818065396896
chrX	16756075		0.02068372322279913
